suicide-class,TTR (typ/tok ratio),typ/time,tok/time,1P/typ,1P/tok,1P/time,1PS/typ,1PS/tok,1PS/time,(1PS+.01)/(1PP+.01),2-3P/typ,2-3P/tok,2-3P/time,1P to 2-3P:(1P+.01)/(2-3P+.01),LN(1P to 2-3P): ln[(1P+.01)/(2-3P+.01)],1PS to 2-3P:(1PS+.01)/(2-3P+.01),LN(1PS to 2-3P): ln[(1PS+.01)/(2-3P+.01)],1PS to All Other Pronouns:(1PS+.01)/(2-3P+1PP+.01),LN(1PS to All Other Pronouns): LN[(1PS+.01)/(2-3P+1PP+.01)],passive/tok,passive/typ,passive/time,(“I” + mental-verb)/tok,(“I” + mental-verb)/typ,(“I” + mental-verb)/time,neg/tok,neg/typ,neg/time,neut/tok,neut/typ,neut/time,pos/tok,pos/typ,pos/time,(neg+.01)/(pos+.01),ln[(neg+.01)/(pos+.01)],neg/polar,pos/polar,sensual/tok,sensual/typ,sensual/time,(sensual+.01)/(pos+.01),ln[(sensual+.01)/(pos+.01)],(sensual+.01)/(neg+.01),ln[(sensual+.01)/(neg+.01)],actionVerb/tok,actionVerb/typ,actionVerb/time,concreteNoun/tok,concreteNoun/typ,concreteNoun/time,death/tok,death/typ,death/time,drug/tok,drug/typ,drug/time,love/tok,love/typ,love/time,depression/tok,depression/typ,depression/time,total polar value,average polar value,diff between sums across all n-grams,% suicide 1-grams,% suicide 2-grams,% suicide 3-grams,% suicide 4-grams,% suicide 5-grams,% suicide 6-grams,% non-suicide 1-grams,% non-suicide 2-grams,% non-suicide 3-grams,% non-suicide 4-grams,% non-suicide 5-grams,% non-suicide 6-grams,diff for 1-gram %s,diff for 2-gram %s,diff for 3-gram %s,diff for 4-gram %s,diff for 5-gram %s,diff for 6-gram %s,average for all suicide n-gram %s,average for all non-suicide n-gram %s,diff between n-gram % averages,verb/token,adj/token,noun/token,pronoun/token,adv/token,adv_particle/token,conj_coord/token,prep_or_conj_subord/token,numeral/token,det/token,there_existential/token,verb/(adj+.01),verb/(adv+.01),verb/(noun+.01),verb/(pronoun+.01),adj/(noun+.01),adj/(pronoun+.01),adj/(adv+.01),noun/(pronoun+.01),noun/(adv+.01),adv/(pronoun+.01),conj_coord/(prep_or_conj_subord+.01)
suicide,0.3502304147,0.2629757785,0.7508650519,0.0657894737,0.0230414747,0.0173010381,0.0526315789,0.0184331797,0.0138408304,3.9702970297,0.3157894737,0.1105990783,0.0830449827,0.2086630571,-1.5670344951,0.1670137443,-1.7896791689,0.1603358657,-1.8304845036,0,0,0,0.0046082949,0.0131578947,0.0034602076,0.0460829493,0.1315789474,0.0346020761,0.1889400922,0.5394736842,0.1418685121,0.1105990783,0.3157894737,0.0830449827,0.416909621,-0.8748858169,0.2941176471,0.7058823529,0.0783410138,0.2236842105,0.0588235294,0.7084548105,-0.3446690038,1.6993006993,0.5302168131,0,0,0,0.1705069124,0.4868421053,0.1280276817,0.0967741935,0.2763157895,0.0726643599,0,0,0,0.0092165899,0.0263157895,0.0069204152,0.1059907834,0.3026315789,0.0795847751,-22,-1.4666666667,0.0463788592,0.08,0.0534351145,0.0204081633,0.0128205128,0.0061728395,0,0,0.0534351145,0.0476190476,0.0192307692,0.0061728395,0,0.08,0,-0.0272108844,-0.0064102564,0,0,0.028806105,0.0210762951,0.0077298099,0.2413793103,0.030651341,0.1302681992,0.1149425287,0.0842911877,0,0.0229885057,0.0727969349,0,0.1187739464,0.0076628352,7.8651685393,2.8623353021,1.852396354,2.0993002333,0.2352249338,0.2665778074,0.3634711495,1.1329556814,1.5447523853,0.7330889703,0.3156233561
suicide,0.5410958904,0.427027027,0.7891891892,0.1898734177,0.102739726,0.0810810811,0.1518987342,0.0821917808,0.0648648649,3.9900332226,0.164556962,0.0890410959,0.0702702703,1.1537279016,0.1429983531,0.9231360492,-0.0799786564,0.7501561524,-0.2874738909,0.0068493151,0.0126582278,0.0054054054,0.0068493151,0.0126582278,0.0054054054,0.1506849315,0.2784810127,0.1189189189,0.0684931507,0.1265822785,0.0540540541,0.0821917808,0.1518987342,0.0648648649,1.8326394671,0.6057572594,0.6470588235,0.3529411765,0.0342465753,0.0632911392,0.027027027,0.417152373,-0.874303721,0.2276238074,-1.4800609804,0.0068493151,0.0126582278,0.0054054054,0.0753424658,0.1392405063,0.0594594595,0.0205479452,0.0379746835,0.0162162162,0.0068493151,0.0126582278,0.0054054054,0.1164383562,0.2151898734,0.0918918919,0.095890411,0.1772151899,0.0756756757,-4,-0.4,-0.0384251853,0.05,0.015037594,0.0212765957,0.0136986301,0,0,0.0375,0.037593985,0.0496453901,0.0136986301,0,0,0.0125,-0.022556391,-0.0283687943,0,0,0,0.0166688033,0.0230730009,-0.0064041976,0.1954022989,0.0287356322,0.1551724138,0.1781609195,0.0229885057,0.0057471264,0.0057471264,0.0804597701,0,0.0747126437,0.0057471264,6.7864271457,8.4788029925,1.2587930396,1.0964205095,0.1851166235,0.1612383102,1.246882793,0.8706868752,6.7331670823,0.1289906482,0.0713775874
suicide,0.5057471264,0.3271375465,0.6468401487,0.2159090909,0.1091954023,0.0706319703,0.1477272727,0.0747126437,0.0483271375,2.1647254576,0.125,0.0632183908,0.0408921933,1.7266121708,0.5461612058,1.1816530427,0.1669143418,0.7648442093,-0.2680831139,0,0,0,0.0114942529,0.0227272727,0.0074349442,0.1149425287,0.2272727273,0.0743494424,0.1091954023,0.2159090909,0.0706319703,0.1436781609,0.2840909091,0.092936803,0.800079968,-0.2230435963,0.4444444444,0.5555555556,0.0229885057,0.0454545455,0.0148698885,0.1603358657,-1.8304845036,0.2003998001,-1.6074409073,0,0,0,0.1206896552,0.2386363636,0.0780669145,0.0344827586,0.0681818182,0.0223048327,0.0172413793,0.0340909091,0.0111524164,0.0632183908,0.125,0.0408921933,0.091954023,0.1818181818,0.0594795539,2,0.1176470588,-0.0250945389,0.0235294118,0.0733333333,0.0355029586,0.0169491525,0.0054945055,0,0.0588235294,0.04,0.0473372781,0.0282485876,0.0054945055,0,-0.0352941176,0.0333333333,-0.0118343195,-0.011299435,0,0,0.0258015603,0.0299839834,-0.0041824231,0.2118226601,0.0492610837,0.1280788177,0.1527093596,0.1231527094,0.0049261084,0.0344827586,0.0689655172,0,0.0541871921,0,4.2957042957,1.7193122751,1.6532103037,1.3866494679,0.3844675125,0.3224766204,0.399840064,0.8384392132,1.0395841663,0.8061915511,0.4996431121
suicide,0.6953125,0.3101045296,0.4459930314,0.0898876404,0.0625,0.0278745645,0.0674157303,0.046875,0.0209059233,2.9900497512,0.0674157303,0.046875,0.0209059233,1.3327787022,0.2872660125,1,0,0.7503121099,-0.2872660125,0.0078125,0.0112359551,0.0034843206,0.015625,0.0224719101,0.0069686411,0.109375,0.1573033708,0.0487804878,0.109375,0.1573033708,0.0487804878,0.0625,0.0898876404,0.0278745645,1.7490636704,0.5590805993,0.6363636364,0.3636363636,0.0234375,0.0337078652,0.0104529617,0.3757802747,-0.9787506823,0.2148465382,-1.5378312816,0.03125,0.0449438202,0.0139372822,0.09375,0.1348314607,0.0418118467,0.0625,0.0898876404,0.0278745645,0.015625,0.0224719101,0.0069686411,0.0703125,0.1011235955,0.031358885,0.0625,0.0898876404,0.0278745645,-4,-0.2666666667,0.0459001132,0.0449438202,0.0503597122,0.027027027,0.0132450331,0.0065789474,0,0.0112359551,0.0647482014,0.0202702703,0,0,0,0.0337078652,-0.0143884892,0.0067567568,0.0132450331,0.0065789474,0,0.0236924233,0.0160424045,0.0076500189,0.1987179487,0.0576923077,0.1858974359,0.0961538462,0.0705128205,0,0.0192307692,0.0705128205,0.0064102564,0.0833333333,0,3.4406215316,2.8156221617,1.0685970355,2.0652898068,0.310237849,0.5996002665,0.8174386921,1.9320453031,2.633969119,0.7328447702,0.272479564
suicide,0.3731884058,0.4345991561,1.164556962,0.1650485437,0.0615942029,0.0717299578,0.1553398058,0.0579710145,0.0675105485,15.8514851485,0.2912621359,0.1086956522,0.1265822785,0.566811063,-0.567729253,0.5334888371,-0.6283171324,0.5162850693,-0.6610962061,0.0471014493,0.1262135922,0.0548523207,0.0326086957,0.0873786408,0.0379746835,0.0652173913,0.1747572816,0.0759493671,0.0144927536,0.0388349515,0.0168776371,0.0362318841,0.0970873786,0.0421940928,1.7992007992,0.5873425659,0.6428571429,0.3571428571,0.0869565217,0.2330097087,0.1012658228,2.3986013986,0.8748858169,1.333148251,0.287543251,0.0036231884,0.0097087379,0.0042194093,0.1557971014,0.4174757282,0.1814345992,0.0144927536,0.0388349515,0.0168776371,0.0072463768,0.0194174757,0.0084388186,0.0362318841,0.0970873786,0.0421940928,0.1050724638,0.2815533981,0.1223628692,-13,-1.3,-0.044031725,0.02,0.0224719101,0.0147058824,0,0,0,0.01,0.0617977528,0.0294117647,0,0,0,0.01,-0.0393258427,-0.0147058824,0,0,0,0.0095296321,0.0168682529,-0.0073386208,0.2677419355,0.0129032258,0.1516129032,0.1516129032,0.0935483871,0.0161290323,0.0709677419,0.0419354839,0,0.064516129,0,20.6982543641,2.8610823854,1.7655817911,1.7655817911,0.0850882791,0.0850882791,0.1378834885,0.9997872793,1.6201309893,0.6168900234,1.6910069178
suicide,0.5467625899,0.3234042553,0.5914893617,0.0789473684,0.0431654676,0.0255319149,0.0789473684,0.0431654676,0.0255319149,601,0.1315789474,0.071942446,0.0425531915,0.6003996004,-0.5101598448,0.6003996004,-0.5101598448,0.6003996004,-0.5101598448,0,0,0,0.0143884892,0.0263157895,0.0085106383,0.0575539568,0.1052631579,0.0340425532,0.0503597122,0.0921052632,0.029787234,0.0503597122,0.0921052632,0.029787234,1.1426533524,0.13335306,0.5333333333,0.4666666667,0.0071942446,0.0131578947,0.0042553191,0.1440798859,-1.9373873702,0.1260923845,-2.0707404302,0,0,0,0.1582733813,0.2894736842,0.0936170213,0.0215827338,0.0394736842,0.0127659574,0.0143884892,0.0263157895,0.0085106383,0.0863309353,0.1578947368,0.0510638298,0.0287769784,0.0526315789,0.0170212766,-1,-0.2,0.0659130435,0.04,0.08,0.0144927536,0,0,0,0.0133333333,0.048,0.0072463768,0,0,0,0.0266666667,0.032,0.0072463768,0,0,0,0.0224154589,0.0114299517,0.0109855072,0.1401273885,0.0445859873,0.1974522293,0.101910828,0.0191082803,0,0.0127388535,0.1656050955,0.0063694268,0.152866242,0,3.1383737518,7.3089700997,0.709448565,1.3741411618,0.2257336343,0.4372267333,2.3255813954,1.9362898189,10.2990033223,0.1873828857,0.0768935025
suicide,0.3609022556,0.3037974684,0.8417721519,0.1875,0.0676691729,0.0569620253,0.1875,0.0676691729,0.0569620253,901,0.2916666667,0.1052631579,0.0886075949,0.6431120628,-0.4414362887,0.6431120628,-0.4414362887,0.6431120628,-0.4414362887,0,0,0,0.0601503759,0.1666666667,0.0506329114,0.0601503759,0.1666666667,0.0506329114,0.0676691729,0.1875,0.0569620253,0.0526315789,0.1458333333,0.0443037975,1.1426533524,0.13335306,0.5333333333,0.4666666667,0,0,0,0.0014265335,-6.552507887,0.0012484395,-6.6858609471,0,0,0,0.1578947368,0.4375,0.1329113924,0,0,0,0,0,0,0,0,0,0.0526315789,0.1458333333,0.0443037975,-7,-1.4,0.0039820806,0.0408163265,0.0410958904,0.0243902439,0,0,0,0.0612244898,0.0410958904,0,0,0,0,-0.0204081633,0,0.0243902439,0,0,0,0.0177170768,0.0170533967,0.0006636801,0.1688311688,0.0519480519,0.1688311688,0.1883116883,0.0649350649,0,0.0454545455,0.0844155844,0,0.0454545455,0.038961039,3.2459425718,2.5974025974,0.9996155325,0.8962426749,0.30757401,0.2757669769,0.7992007992,0.8962426749,2.5974025974,0.3447087211,0.5380476557
suicide,0.4657980456,1.0514705882,2.2573529412,0.1538461538,0.0716612378,0.1617647059,0.1538461538,0.0716612378,0.1617647059,2201,0.041958042,0.0195439739,0.0441176471,3.6622296173,1.298072147,3.6622296173,1.298072147,3.6622296173,1.298072147,0.003257329,0.006993007,0.0073529412,0.006514658,0.013986014,0.0147058824,0.0749185668,0.1608391608,0.1691176471,0.0618892508,0.1328671329,0.1397058824,0.0618892508,0.1328671329,0.1397058824,1.2104155708,0.1909637475,0.5476190476,0.4523809524,0.016286645,0.034965035,0.0367647059,0.2635455024,-1.3335292414,0.2177314211,-1.524492989,0.009771987,0.020979021,0.0220588235,0.1107491857,0.2377622378,0.25,0.0456026059,0.0979020979,0.1029411765,0.0195439739,0.041958042,0.0441176471,0.1042345277,0.2237762238,0.2352941176,0.0553745928,0.1188811189,0.125,-13,-0.619047619,0.084841512,0.0757575758,0.0540540541,0.0244755245,0.0066889632,0.0032679739,0,0.0303030303,0.0386100386,0.0104895105,0,0,0,0.0454545455,0.0154440154,0.013986014,0.0066889632,0.0032679739,0,0.0273740152,0.0132337632,0.014140252,0.1900826446,0.044077135,0.1955922865,0.0606060606,0.0385674931,0.0110192837,0.0247933884,0.08815427,0.0027548209,0.1267217631,0,4.309806371,4.9250535332,0.9716941276,3.1349386642,0.2253203774,0.726942299,1.142041399,3.2258064516,5.0678087081,0.6360745116,0.2811621368
suicide,0.4390243902,0.3829787234,0.8723404255,0.0777777778,0.0341463415,0.029787234,0.0555555556,0.0243902439,0.0212765957,2.4925373134,0.2777777778,0.1219512195,0.1063829787,0.2802878848,-1.2719380438,0.2003198721,-1.6078398298,0.1854868567,-1.6847712527,0,0,0,0,0,0,0.1170731707,0.2666666667,0.1021276596,0.0195121951,0.0444444444,0.0170212766,0.1268292683,0.2888888889,0.1106382979,0.9231064975,-0.0800106692,0.48,0.52,0.0146341463,0.0333333333,0.0127659574,0.1157247213,-2.1565410007,0.1253644315,-2.0765303315,0,0,0,0.1463414634,0.3333333333,0.1276595745,0.0292682927,0.0666666667,0.0255319149,0.0097560976,0.0222222222,0.0085106383,0.0390243902,0.0888888889,0.0340425532,0.043902439,0.1,0.0382978723,-2,-0.1,0.0110808998,0.049382716,0.0222222222,0,0.0066225166,0.0063694268,0,0.037037037,0.0296296296,0.0068493151,0,0,0,0.012345679,-0.0074074074,-0.0068493151,0.0066225166,0.0063694268,0,0.0140994803,0.0122526636,0.0018468166,0.1470588235,0.0168067227,0.231092437,0.1344537815,0.0462184874,0,0.0084033613,0.1134453782,0,0.1302521008,0,8.7281795511,3.1789282471,0.6362479549,1.0934083099,0.072714052,0.1249609497,0.3633060854,1.7182130584,4.9954586739,0.3436426117,0.0740466494
suicide,0.4462809917,0.1529745042,0.342776204,0.2407407407,0.1074380165,0.0368271955,0.0925925926,0.041322314,0.0141643059,0.6254681648,0.0555555556,0.0247933884,0.0084985836,4.3222591362,1.4637782138,1.6644518272,0.5094958363,0.4550408719,-0.7873680356,0,0,0,0,0,0,0.2975206612,0.6666666667,0.1019830028,0.0495867769,0.1111111111,0.0169971671,0.0909090909,0.2037037037,0.0311614731,3.2706630336,1.1849927269,0.7659574468,0.2340425532,0.0743801653,0.1666666667,0.0254957507,0.8183469573,-0.2004688791,0.2502082755,-1.385461606,0.0082644628,0.0185185185,0.0028328612,0.0743801653,0.1666666667,0.0254957507,0.0578512397,0.1296296296,0.0198300283,0.0082644628,0.0185185185,0.0028328612,0.1487603306,0.3333333333,0.0509915014,0.0330578512,0.0740740741,0.0113314448,-18,-2.5714285714,0.0987708409,0.0909090909,0.0602409639,0.0108695652,0,0,0,0.0181818182,0.0240963855,0.0108695652,0.0101010101,0,0,0.0727272727,0.0361445783,0,-0.0101010101,0,0,0.02700327,0.0105414632,0.0164618068,0.1292517007,0.0272108844,0.231292517,0.1088435374,0.1428571429,0,0.0136054422,0.0952380952,0.0068027211,0.0612244898,0.0068027211,4.7381546135,0.9043312708,0.5586592179,1.1867582761,0.1176124669,0.2498438476,0.1903855307,2.1236727046,1.618277011,1.3116801999,0.1427551749
suicide,0.5063291139,0.3238866397,0.6396761134,0.3,0.1518987342,0.0971659919,0.2375,0.1202531646,0.0769230769,3.7944111776,0.2125,0.1075949367,0.0688259109,1.4115226337,0.3446690038,1.1175778954,0.1111637501,0.8636983189,-0.146531739,0,0,0,0.0443037975,0.0875,0.028340081,0.082278481,0.1625,0.0526315789,0.0443037975,0.0875,0.028340081,0.1012658228,0.2,0.0647773279,0.8126171143,-0.2074952345,0.4482758621,0.5517241379,0.0696202532,0.1375,0.044534413,0.6876951905,-0.3744095763,0.8462720984,-0.1669143418,0,0,0,0.2025316456,0.4,0.1295546559,0.0316455696,0.0625,0.020242915,0.0063291139,0.0125,0.004048583,0.0506329114,0.1,0.032388664,0.0253164557,0.05,0.016194332,13,0.7647058824,-0.018503937,0.025,0.0504201681,0.0551181102,0,0,0,0.075,0.0504201681,0.0236220472,0,0,0,-0.05,0,0.031496063,0,0,0,0.0217563797,0.0248403692,-0.0030839895,0.1494845361,0.0309278351,0.1804123711,0.2113402062,0.0463917526,0,0.0103092784,0.0979381443,0.0103092784,0.0463917526,0,4.8252911814,3.218645949,0.8283347615,0.7071445989,0.1713796058,0.1463057791,0.6659267481,0.853450378,3.884572697,0.2194586686,0.1052077854
suicide,0.5106382979,0.2735042735,0.5356125356,0.0833333333,0.0425531915,0.0227920228,0.0729166667,0.0372340426,0.0199430199,6.9405940594,0.0416666667,0.0212765957,0.0113960114,1.9975062344,0.6918995198,1.7481296758,0.5585464597,1.3992015968,0.3359017859,0,0,0,0,0,0,0.1755319149,0.34375,0.094017094,0.0957446809,0.1875,0.0512820513,0.1436170213,0.28125,0.0769230769,1.2221399482,0.2006033781,0.55,0.45,0.0904255319,0.1770833333,0.0484330484,0.6297667531,-0.4624057614,0.5152983944,-0.6630091395,0.0212765957,0.0416666667,0.0113960114,0.1489361702,0.2916666667,0.0797720798,0.0425531915,0.0833333333,0.0227920228,0.0425531915,0.0833333333,0.0227920228,0.1276595745,0.25,0.0683760684,0.0159574468,0.03125,0.0085470085,-9,-0.75,0.0349000449,0.0625,0.0314465409,0.0297619048,0.0057803468,0,0,0.0520833333,0.0188679245,0.0178571429,0.0057803468,0,0,0.0104166667,0.0125786164,0.0119047619,0,0,0,0.0215814654,0.0157647913,0.0058166742,0.1615720524,0.0786026201,0.1965065502,0.0524017467,0.0436681223,0,0.0480349345,0.0786026201,0.03930131,0.1135371179,0.0043668122,2.0544142143,3.6963036963,0.8220395468,3.0807660283,0.3999111309,1.4987510408,1.7982017982,3.746877602,4.4955044955,0.8326394671,0.6107717934
suicide,0.6630434783,0.4586466165,0.6917293233,0.1147540984,0.0760869565,0.0526315789,0.106557377,0.0706521739,0.0488721805,12.8811881188,0.0327868852,0.0217391304,0.015037594,3.493765586,1.250980119,3.2443890274,1.1769270512,2.5968063872,0.9542823774,0.0054347826,0.0081967213,0.0037593985,0.0326086957,0.0491803279,0.022556391,0.1358695652,0.2049180328,0.0939849624,0.1032608696,0.1557377049,0.0714285714,0.1141304348,0.1721311475,0.0789473684,1.1903855307,0.17427723,0.5434782609,0.4565217391,0.0380434783,0.0573770492,0.0263157895,0.3336506426,-1.0976608138,0.2802878848,-1.2719380438,0,0,0,0.1086956522,0.1639344262,0.0751879699,0.0326086957,0.0491803279,0.022556391,0.0108695652,0.0163934426,0.007518797,0.0815217391,0.1229508197,0.0563909774,0.0760869565,0.1147540984,0.0526315789,11,1,0.123962195,0.0683760684,0.087628866,0.0341463415,0.0096153846,0,0,0.0256410256,0.0257731959,0.0243902439,0,0,0,0.0427350427,0.0618556701,0.0097560976,0.0096153846,0,0,0.0332944434,0.0126340776,0.0206603658,0.1898148148,0.0462962963,0.2037037037,0.0972222222,0.0833333333,0,0.0046296296,0.0833333333,0.0138888889,0.0833333333,0.0092592593,4.0959040959,2.2765130483,0.9316064531,1.9514516897,0.2272210861,0.4759638267,0.555247085,2.0942408377,2.4430871738,0.8567348881,0.0555247085
suicide,0.6690647482,0.2534059946,0.378746594,0.0322580645,0.0215827338,0.0081743869,0.0322580645,0.0215827338,0.0081743869,301,0.0537634409,0.035971223,0.0136239782,0.6007984032,-0.5094958363,0.6007984032,-0.5094958363,0.6007984032,-0.5094958363,0,0,0,0,0,0,0.1366906475,0.2043010753,0.0517711172,0.035971223,0.0537634409,0.0136239782,0.0647482014,0.0967741935,0.0245231608,2.1098779134,0.7466300849,0.6785714286,0.3214285714,0.0071942446,0.0107526882,0.0027247956,0.1120976693,-2.1883847408,0.0531299316,-2.9350148256,0.0143884892,0.0215053763,0.0054495913,0.0863309353,0.1290322581,0.0326975477,0.0287769784,0.0430107527,0.0108991826,0.0287769784,0.0430107527,0.0108991826,0.0575539568,0.0860215054,0.0217983651,0.071942446,0.1075268817,0.0272479564,7,0.5,0.0062857464,0.0659340659,0.0555555556,0,0,0,0,0.032967033,0.0625,0.0197368421,0,0,0,0.032967033,-0.0069444444,-0.0197368421,0,0,0,0.0202482702,0.0192006458,0.0010476244,0.1366459627,0.0310559006,0.2546583851,0.049689441,0.0248447205,0.0124223602,0.0062111801,0.1614906832,0,0.1614906832,0,4.3912175649,5.4862842893,0.5364545233,2.7465667915,0.1219214826,0.6242197253,1.246882793,5.1186017478,10.2244389027,0.4993757803,0.0384467512
suicide,0.5285714286,0.2,0.3783783784,0.1351351351,0.0714285714,0.027027027,0,0,0,0.000999001,0.1351351351,0.0714285714,0.027027027,1,0,0.000999001,-6.9087547793,0.0004997501,-7.6014023346,0.0071428571,0.0135135135,0.0027027027,0,0,0,0.0857142857,0.1621621622,0.0324324324,0.0071428571,0.0135135135,0.0027027027,0.0285714286,0.0540540541,0.0108108108,2.9950124688,1.0969483948,0.75,0.25,0.0142857143,0.027027027,0.0054054054,0.5012468828,-0.6906565192,0.1673605329,-1.787604914,0,0,0,0.05,0.0945945946,0.0189189189,0,0,0,0.0142857143,0.027027027,0.0054054054,0.0428571429,0.0810810811,0.0162162162,0.0785714286,0.1486486486,0.0297297297,-17,-1.8888888889,-0.0385741185,0.0289855072,0.05,0,0,0,0,0.0434782609,0.0583333333,0.0157480315,0,0,0,-0.0144927536,-0.0083333333,-0.0157480315,0,0,0,0.0131642512,0.0195932709,-0.0064290197,0.2155688623,0.0359281437,0.1676646707,0.1077844311,0.1137724551,0.005988024,0.0179640719,0.0658682635,0,0.0838323353,0,5.9900166389,1.8937401368,1.285255266,1.9988895058,0.214209211,0.333148251,0.3156233561,1.5546918379,1.4729089953,1.0549694614,0.272479564
suicide,0.193877551,0.2171428571,1.12,0.2894736842,0.056122449,0.0628571429,0.2105263158,0.0408163265,0.0457142857,2.6611295681,0.5789473684,0.112244898,0.1257142857,0.5002271695,-0.6926929448,0.3639254884,-1.0108061345,0.3202718912,-1.1385849838,0,0,0,0,0,0,0.1683673469,0.8684210526,0.1885714286,0.0153061224,0.0789473684,0.0171428571,0.0663265306,0.3421052632,0.0742857143,2.5372790161,0.9310922533,0.7173913043,0.2826086957,0.0255102041,0.1315789474,0.0285714286,0.3850883935,-0.9542823774,0.1517721902,-1.8853746308,0,0,0,0.0408163265,0.2105263158,0.0457142857,0,0,0,0.0306122449,0.1578947368,0.0342857143,0.1479591837,0.7631578947,0.1657142857,0.0357142857,0.1842105263,0.04,12,0.8,0.0532606769,0,0.0925925926,0.0333333333,0.0151515152,0,0,0.0526315789,0.0185185185,0.0166666667,0,0,0,-0.0526315789,0.0740740741,0.0166666667,0.0151515152,0,0,0.0235129068,0.0146361274,0.0088767795,0.3257918552,0,0.1357466063,0.1628959276,0.0633484163,0,0.0135746606,0.0769230769,0,0.036199095,0,7200,5.1391862955,2.3992002666,1.9994445987,0,0,0,0.8331019161,2.1413276231,0.3887808942,0.176366843
suicide,0.3313253012,0.2696078431,0.8137254902,0.5090909091,0.1686746988,0.137254902,0.5090909091,0.1686746988,0.137254902,2801,0.2909090909,0.0963855422,0.0784313725,1.7495315428,0.5593480623,1.7495315428,0.5593480623,1.7495315428,0.5593480623,0,0,0,0.0240963855,0.0727272727,0.0196078431,0.0843373494,0.2545454545,0.068627451,0.0240963855,0.0727272727,0.0196078431,0.1204819277,0.3636363636,0.0980392157,0.700149925,-0.3564607882,0.4117647059,0.5882352941,0.0602409639,0.1818181818,0.0490196078,0.5002498751,-0.6926475553,0.7144896502,-0.336186767,0.0240963855,0.0727272727,0.0196078431,0.2409638554,0.7272727273,0.1960784314,0.0361445783,0.1090909091,0.0294117647,0.0120481928,0.0363636364,0.0098039216,0.0361445783,0.1090909091,0.0294117647,0.0361445783,0.1090909091,0.0294117647,28,1.5555555556,-0.0348837209,0.0545454545,0.0348837209,0.010989011,0,0,0,0.0545454545,0.0697674419,0.010989011,0,0,0,0,-0.0348837209,0,0,0,0,0.0167363644,0.0225503179,-0.0058139535,0.1747572816,0.0388349515,0.1844660194,0.213592233,0.067961165,0,0.0194174757,0.0582524272,0,0.0291262136,0,4.4943820225,2.5695931478,0.9471191792,0.81799591,0.2104709287,0.1817768689,0.5710206995,0.8634401272,2.7123483226,0.3181095206,0.3330557868
suicide,0.1374045802,0.1118012422,0.8136645963,0,0,0,0,0,0,1,1.0833333333,0.1488549618,0.1211180124,0.0002563445,-8.2689882095,0.0002563445,-8.2689882095,0.0002563445,-8.2689882095,0,0,0,0,0,0,0.0496183206,0.3611111111,0.0403726708,0,0,0,0.0610687023,0.4444444444,0.049689441,0.8126171143,-0.2074952345,0.4482758621,0.5517241379,0.0381679389,0.2777777778,0.0310559006,0.6252342286,-0.4696289337,0.7694081476,-0.2621336992,0.0038167939,0.0277777778,0.0031055901,0.0687022901,0.5,0.0559006211,0.0305343511,0.2222222222,0.0248447205,0,0,0,0.0954198473,0.6944444444,0.0776397516,0.0114503817,0.0833333333,0.0093167702,28,2.8,0.0170940171,0.1111111111,0,0.0166666667,0,0,0,0.0555555556,0.0384615385,0.0166666667,0,0,0,0.0555555556,-0.0384615385,0,0,0,0,0.0212962963,0.0184472934,0.0028490028,0.2877192982,0.0105263158,0.1649122807,0.1368421053,0.1087719298,0,0,0.0877192982,0,0.0070175439,0,27.2425249169,2.6443082877,1.7443097213,2.1020251218,0.0638162093,0.0769033581,0.0967429861,1.2048192771,1.5156401161,0.7946680338,0
suicide,0.2773722628,0.1711711712,0.6171171171,0.3157894737,0.0875912409,0.0540540541,0.3157894737,0.0875912409,0.0540540541,1201,0.2894736842,0.0802919708,0.0495495495,1.0908265213,0.0869356854,1.0908265213,0.0869356854,1.0908265213,0.0869356854,0,0,0,0,0,0,0.1167883212,0.4210526316,0.0720720721,0.1678832117,0.6052631579,0.1036036036,0.102189781,0.3684210526,0.0630630631,1.1427551749,0.1334421667,0.5333333333,0.4666666667,0.0583941606,0.2105263158,0.036036036,0.5717344754,-0.5590805993,0.5003123048,-0.6925227659,0,0,0,0.1313868613,0.4736842105,0.0810810811,0.0729927007,0.2631578947,0.045045045,0.0437956204,0.1578947368,0.027027027,0.0291970803,0.1052631579,0.018018018,0.0583941606,0.2105263158,0.036036036,-3,-0.1666666667,0.0212188467,0.0526315789,0.0454545455,0.0263157895,0.0120481928,0,0,0,0.0757575758,0.0394736842,0,0,0,0.0526315789,-0.0303030303,-0.0131578947,0.0120481928,0,0,0.0227416844,0.01920521,0.0035364744,0.1604278075,0.1657754011,0.192513369,0.128342246,0.0213903743,0,0.0106951872,0,0.0053475936,0.0320855615,0,0.9674298613,7.4812967581,0.8331019161,1.2494793836,0.86087198,1.2911286964,7.7306733167,1.4993752603,8.9775561097,0.1665972511,200
