suicide-class	passive/tok	passive/typ	passive/time	(“I” + mental-verb)/time	neut/typ	diff between sums across all n-grams	% non-suicide 2-grams	% non-suicide 4-grams	diff for 1-gram %s	diff for 2-gram %s	average for all non-suicide n-gram %s	diff between n-gram % averages	det/token
suicide	0.0049019608	0.0102040816	0.003968254	0	0.0306122449	0.0154243347	0.0481927711	0	0.032967033	-0.0120481928	0.0153581358	0.0025707225	0.0772532189
suicide	0	0	0	0.0098522167	0.125	-0.0500213675	0.0461538462	0.02	0	-0.0230769231	0.0223410005	-0.0083368946	0.0337078652
suicide	0	0	0	0.0047393365	0.097826087	-0.0719650187	0.0740740741	0.0137931034	-0.0224719101	-0.0148148148	0.028389301	-0.0119941698	0.0526315789
suicide	0	0	0	0.0134228188	0.13	-0.0530360934	0.04	0.0062893082	-0.04	-0.0066666667	0.0236278359	-0.0088393489	0.1
suicide	0	0	0	0.0048543689	0.0714285714	0.0040236572	0.0628272251	0.0044247788	0.0092592593	-0.0052356021	0.0205111941	0.0006706095	0.0711297071
suicide	0.0125	0.0235294118	0.015037594	0.007518797	0.1411764706	0.0044032978	0.0575539568	0.0062111801	0	-0.0143884892	0.0199123665	0.000733883	0.0903954802
suicide	0	0	0	0	0.1358024691	-0.0670469881	0.0909090909	0	-0.0128205128	-0.0454545455	0.0244857482	-0.011174498	0.0532544379
suicide	0	0	0	0	0.05	-0.110040633	0.0503597122	0.0310559006	-0.0128205128	-0.0143884892	0.0286507107	-0.0183401055	0.0864864865
suicide	0	0	0	0	0.0689655172	-0.0354497354	0.0357142857	0	-0.037037037	0.0238095238	0.0189153439	-0.0059082892	0.0206896552
suicide	0.0059347181	0.0114942529	0.0093457944	0.0186915888	0.0689655172	-0.0378748552	0.0504731861	0.0028818444	-0.0063291139	-0.0315457413	0.0202467755	-0.0063124759	0.0962566845
suicide	0	0	0	0.0068965517	0.0674157303	-0.1244583387	0.0751879699	0.0141843972	-0.021978022	-0.0526315789	0.0341093965	-0.0207430565	0.0887573964
suicide	0	0	0	0.0054644809	0.0465116279	-0.0645565867	0.0425531915	0.0062893082	-0.0588235294	0.0070921986	0.027094665	-0.0107594311	0.0364583333
suicide	0.0051546392	0.0101010101	0.0046728972	0	0.1111111111	-0.0669645094	0.0700636943	0.0172413793	0.0106382979	-0.025477707	0.023106841	-0.0111607516	0.103286385
suicide	0.0212765957	0.0408163265	0.0103626943	0	0.1224489796	0.0061389535	0.0277777778	0	-0.0204081633	0.0138888889	0.0101406948	0.0010231589	0.0512820513
suicide	0	0	0	0	0.1518987342	0.0794419473	0.025210084	0	0.0133333333	0.0504201681	0.0090694055	0.0132403246	0.1013513514
suicide	0	0	0	0.0066666667	0.0618556701	-0.1481311093	0.0718562874	0.0055248619	-0.0652173913	-0.0658682635	0.0329890848	-0.0246885182	0.0463917526
suicide	0.0023640662	0.0067567568	0.0035971223	0.0107913669	0.1351351351	-0.0799208827	0.0575539568	0.0089820359	-0.030075188	-0.0251798561	0.0267903494	-0.0133201471	0.0492505353
suicide	0	0	0	0	0.0602409639	0.047153039	0.0227272727	0	0.0240963855	0.0303030303	0.0142354662	0.0078588398	0.0839160839
suicide	0	0	0	0.0053475936	0.0487804878	-0.0324907471	0.0534351145	0.0217391304	0.025974026	-0.0076335878	0.0268414889	-0.0054151245	0.0580645161
suicide	0.010989011	0.0263157895	0.0107142857	0.0214285714	0.1929824561	0.0051562731	0.067961165	0.0172413793	0.0263157895	0.0097087379	0.0275222188	0.0008593789	0.0566037736
suicide	0.0148698885	0.0289855072	0.0207253886	0	0.0579710145	-0.0650885368	0.0555555556	0.0043478261	-0.0152671756	-0.0277777778	0.0292854906	-0.0108480895	0.0810810811
suicide	0.0066666667	0.0113636364	0.0057471264	0.0114942529	0.0568181818	0.0050263263	0.0272108844	0.0065789474	-0.0352941176	0.0204081633	0.0168081092	0.0008377211	0.0769230769
suicide	0	0	0	0.0346534653	0.0909090909	-0.0009446162	0.085106383	0.0064102564	0.049382716	-0.0567375887	0.0260249834	-0.000157436	0.05625
suicide	0	0	0	0.0108695652	0.09375	-0.0243859802	0.0404040404	0.0446428571	0.0163934426	0.0404040404	0.0345365565	-0.00406433	0.0661157025
suicide	0	0	0	0.004950495	0.149122807	-0.0097459441	0.0307692308	0.0133333333	-0.0091743119	-0.0051282051	0.0210479406	-0.001624324	0.0833333333
suicide	0	0	0	0.004950495	0.0508474576	-0.0615637236	0.0777777778	0.010989011	-0.0172413793	-0.0333333333	0.0427722342	-0.0102606206	0.0729166667
suicide	0	0	0	0	0.1754385965	-0.0062435477	0.0549450549	0.0088495575	0.0535714286	-0.032967033	0.0181956584	-0.0010405913	0.034965035
suicide	0	0	0	0.0196078431	0.1204819277	0.061882409	0.0227272727	0	0.0240963855	0.0303030303	0.008120174	0.0103137348	0.1144578313
suicide	0	0	0	0.0168539326	0.1153846154	-0.1409031764	0.0895522388	0.0128205128	-0.0641025641	-0.0373134328	0.039797168	-0.0234838627	0.0476190476
suicide	0	0	0	0.0062111801	0.311827957	-0.0851351748	0.0680272109	0.0121212121	-0.0459770115	-0.0204081633	0.034933741	-0.0141891958	0.0619469027
suicide	0	0	0	0	0.1176470588	0.0329862035	0.0063694268	0.0058823529	-0.01	0.0191082803	0.0156696857	0.0054977006	0.0829268293
suicide	0.0064102564	0.0111111111	0.0072992701	0.0291970803	0.0555555556	-0.0153305172	0.0413793103	0	-0.0344827586	0	0.019721849	-0.0025550862	0.0705882353
suicide	0.007518797	0.018018018	0.0054644809	0.0054644809	0.1081081081	-0.0261387699	0.0402298851	0	-0.0093457944	-0.0057471264	0.0174892445	-0.0043564616	0.1682242991
suicide	0	0	0	0.0046296296	0.1463414634	0.0191948993	0.0869565217	0.0064935065	0.0625	-0.0434782609	0.0200194491	0.0031991499	0.096
suicide	0	0	0	0	0.0175438596	-0.061627907	0.0875	0	0	-0.05	0.0194975083	-0.0102713178	0.0442477876
suicide	0	0	0	0	0.1086956522	0.0049818841	0.046875	0	0.0652173913	-0.03125	0.0126434179	0.000830314	0.062992126
suicide	0.0241935484	0.0337078652	0.0136363636	0.0045454545	0.1123595506	0.0546768996	0.0078125	0	0.0227272727	0.046875	0.013202807	0.0091128166	0.1582733813
suicide	0	0	0	0	0.2117647059	0.0239662756	0.0344827586	0	0.0243902439	-0.0086206897	0.0098121671	0.0039943793	0.0327868852
suicide	0	0	0	0.0206896552	0.1818181818	0.0486578422	0.0071942446	0	-0.0117647059	0.0287769784	0.0110029623	0.0081096404	0.1263736264
suicide	0.0108108108	0.0183486239	0.0129032258	0	0.119266055	0.0469874994	0.0520231214	0	0.0185185185	0.0231213873	0.0227987304	0.0078312499	0.1519607843
suicide	0	0	0	0	0.22	0.022477133	0.0864197531	0	0.0384615385	-0.037037037	0.0179120641	0.0037461888	0.0218340611
suicide	0.0105820106	0.0476190476	0.0054347826	0	0.4047619048	0.0409795024	0.0571428571	0	0.0454545455	-0.0285714286	0.0133116883	0.0068299171	0.0632911392
suicide	0	0	0	0	0.1238095238	-0.0306740449	0.0843373494	0.0111731844	0.01	-0.0180722892	0.0273469937	-0.0051123408	0.1155778894
suicide	0.0090909091	0.0131578947	0.0057803468	0.0115606936	0.0394736842	0.1722626417	0.0353982301	0	0.0422535211	0	0.0096360117	0.0287104403	0.0942028986
suicide	0.0084745763	0.0208333333	0.0089285714	0	0.15625	0.0011744568	0.0566037736	0	0.0107526882	0.0125786164	0.0222332135	0.0001957428	0.1875
suicide	0.0216216216	0.0588235294	0.0272108844	0.0068027211	0.3088235294	-0.0208251453	0.0366972477	0.0079365079	-0.0307692308	0.0091743119	0.0178040918	-0.0034708575	0.125
suicide	0	0	0	0	0.152173913	-0.0051735448	0.0382165605	0.0162162162	0	0.0063694268	0.0196603647	-0.0008622575	0.0917030568
suicide	0.0106382979	0.0163934426	0.0049019608	0.0098039216	0.0983606557	-0.0532152251	0.0888888889	0.0101010101	0.0322580645	-0.0444444444	0.0243411277	-0.0088692042	0.1403508772
suicide	0	0	0	0	0.2	0.0959488107	0.025	0	0.0350877193	0.025	0.0041666667	0.0159914685	0.097826087
suicide	0	0	0	0	0.1153846154	0.0236893748	0.0405405405	0	0	0	0.0130460649	0.0039482291	0.1264367816
suicide	0.0074626866	0.0166666667	0.0042553191	0.0042553191	0.1666666667	-0.0275229358	0.03125	0	0	0	0.0125277297	-0.004587156	0.0559006211
suicide	0	0	0	0.0042372881	0.1111111111	0.024691358	0.012345679	0	0	0.024691358	0.0073643033	0.0041152263	0.0142857143
suicide	0	0	0	0.0077821012	0.12	0.0092733247	0.0375	0	-0.0392156863	0.0375	0.0197169252	0.0015455541	0.1194968553
suicide	0	0	0	0	0.1304347826	-0.0428652968	0.0547945205	0	-0.0416666667	-0.0136986301	0.0160768645	-0.0071442161	0.0211267606
suicide	0.0098039216	0.0166666667	0.006993007	0.006993007	0.125	0.0371348951	0.0295566502	0.0046511628	0.0085470085	0.0098522167	0.0115397517	0.0061891492	0.1196581197
suicide	0	0	0	0.0592592593	0.186440678	0.0250454789	0.0337078652	0.0095238095	0.0333333333	0.0112359551	0.0149830569	0.0041742465	0.1257861635
suicide	0	0	0	0.0141509434	0.2183908046	0.0405456612	0.0576923077	0.0054945055	0.0357142857	-0.0064102564	0.0153081643	0.0067576102	0.1087866109
suicide	0	0	0	0.0034602076	0.5394736842	0.0463788592	0.0534351145	0.0192307692	0.08	0	0.0210762951	0.0077298099	0.1187739464
suicide	0.0068493151	0.0126582278	0.0054054054	0.0054054054	0.1265822785	-0.0384251853	0.037593985	0.0136986301	0.0125	-0.022556391	0.0230730009	-0.0064041976	0.0747126437
suicide	0	0	0	0.0074349442	0.2159090909	-0.0250945389	0.04	0.0282485876	-0.0352941176	0.0333333333	0.0299839834	-0.0041824231	0.0541871921
suicide	0.0078125	0.0112359551	0.0034843206	0.0069686411	0.1573033708	0.0459001132	0.0647482014	0	0.0337078652	-0.0143884892	0.0160424045	0.0076500189	0.0833333333
suicide	0.0471014493	0.1262135922	0.0548523207	0.0379746835	0.0388349515	-0.044031725	0.0617977528	0	0.01	-0.0393258427	0.0168682529	-0.0073386208	0.064516129
suicide	0	0	0	0.0085106383	0.0921052632	0.0659130435	0.048	0	0.0266666667	0.032	0.0114299517	0.0109855072	0.152866242
suicide	0	0	0	0.0506329114	0.1875	0.0039820806	0.0410958904	0	-0.0204081633	0	0.0170533967	0.0006636801	0.0454545455
suicide	0.003257329	0.006993007	0.0073529412	0.0147058824	0.1328671329	0.084841512	0.0386100386	0	0.0454545455	0.0154440154	0.0132337632	0.014140252	0.1267217631
suicide	0	0	0	0	0.0444444444	0.0110808998	0.0296296296	0	0.012345679	-0.0074074074	0.0122526636	0.0018468166	0.1302521008
suicide	0	0	0	0	0.1111111111	0.0987708409	0.0240963855	0.0101010101	0.0727272727	0.0361445783	0.0105414632	0.0164618068	0.0612244898
suicide	0	0	0	0.028340081	0.0875	-0.018503937	0.0504201681	0	-0.05	0	0.0248403692	-0.0030839895	0.0463917526
suicide	0	0	0	0	0.1875	0.0349000449	0.0188679245	0.0057803468	0.0104166667	0.0125786164	0.0157647913	0.0058166742	0.1135371179
suicide	0.0054347826	0.0081967213	0.0037593985	0.022556391	0.1557377049	0.123962195	0.0257731959	0	0.0427350427	0.0618556701	0.0126340776	0.0206603658	0.0833333333
suicide	0	0	0	0	0.0537634409	0.0062857464	0.0625	0	0.032967033	-0.0069444444	0.0192006458	0.0010476244	0.1614906832
suicide	0.0071428571	0.0135135135	0.0027027027	0	0.0135135135	-0.0385741185	0.0583333333	0	-0.0144927536	-0.0083333333	0.0195932709	-0.0064290197	0.0838323353
suicide	0	0	0	0	0.0789473684	0.0532606769	0.0185185185	0	-0.0526315789	0.0740740741	0.0146361274	0.0088767795	0.036199095
suicide	0	0	0	0.0196078431	0.0727272727	-0.0348837209	0.0697674419	0	0	-0.0348837209	0.0225503179	-0.0058139535	0.0291262136
suicide	0	0	0	0	0	0.0170940171	0.0384615385	0	0.0555555556	-0.0384615385	0.0184472934	0.0028490028	0.0070175439
suicide	0	0	0	0	0.6052631579	0.0212188467	0.0757575758	0	0.0526315789	-0.0303030303	0.01920521	0.0035364744	0.0320855615
suicide	0	0	0	0.0388349515	0.1379310345	-0.0393700787	0.0472440945	0	0	-0.0393700787	0.0213285288	-0.0065616798	0.046875
suicide	0	0	0	0	0.2716049383	-0.1541707101	0.0256410256	0.0236220472	-0.0897435897	-0.0085470085	0.0347131314	-0.0256951183	0.1547619048
suicide	0.025862069	0.0447761194	0.0131578947	0.0087719298	0	0.0515084928	0.0104166667	0	0.0317460317	0.0104166667	0.0086296805	0.0085847488	0.0431654676
suicide	0.0185185185	0.0657894737	0.0177935943	0.0533807829	0.0394736842	-0.0767952676	0.0666666667	0.0169491525	0.0135135135	-0.0476190476	0.0249828235	-0.0127992113	0.0372670807
suicide	0	0	0	0	0.0666666667	-0.1529656863	0.0392156863	0	-0.09375	-0.0392156863	0.0327429583	-0.025494281	0.0638297872
suicide	0	0	0	0.0361445783	0.1772151899	-0.1234234234	0.0810810811	0	-0.027027027	-0.0630630631	0.029466967	-0.0205705706	0.0746887967
suicide	0.0175438596	0.0625	0.0263157895	0	0.375	-0.0482562855	0.1111111111	0.0072992701	0	-0.0555555556	0.0301126125	-0.0080427142	0.0503597122
suicide	0.0540540541	0.0923076923	0.0434782609	0.0434782609	0.0153846154	-0.0426040401	0.0105263158	0.0091743119	-0.0153846154	0.0105263158	0.0208658555	-0.0071006733	0.037037037
suicide	0	0	0	0.025862069	0.1666666667	0.0026615309	0.0136986301	0.010989011	-0.0363636364	0.0273972603	0.0101752129	0.0004435885	0.0807453416
suicide	0	0	0	0.0029850746	0.0857142857	0.0731948758	0.0173913043	0	0.0714285714	0.0173913043	0.0115667055	0.012199146	0.0348258706
suicide	0	0	0	0	0.125	0.0787673475	0	0	0.0208333333	0.0447761194	0.0091374269	0.0131278912	0.0409836066
suicide	0	0	0	0.0068728522	0.1466666667	-0.0263914594	0.022556391	0.0133333333	0	0.007518797	0.0197180587	-0.0043985766	0.0277777778
suicide	0	0	0	0	0.1219512195	-0.1293277125	0.0615384615	0.0224719101	-0.0227272727	-0.0461538462	0.026228426	-0.0215546188	0.0483870968
suicide	0	0	0	0.003021148	1.3103448276	0.0353828606	0.0392156863	0.0161290323	0.0338983051	0	0.0148165159	0.0058971434	0.2419354839
suicide	0.0215827338	0.0387096774	0.0133928571	0	0.1677419355	-0.0712750561	0.0452961672	0.0031055901	-0.0347222222	-0.0174216028	0.0232913185	-0.011879176	0.0597014925
suicide	0	0	0	0.0099667774	0.2	-0.0137453895	0.0547945205	0.0119047619	0.023255814	-0.0068493151	0.0201170371	-0.0022908982	0.0664893617
suicide	0	0	0	0	0.2033898305	-0.0334707409	0.0352941176	0.02	-0.0344827586	0.0117647059	0.0242941685	-0.0055784568	0.0506329114
suicide	0	0	0	0.00456621	0.0243902439	-0.0797074554	0	0.0309278351	-0.0263157895	0.0142857143	0.0256912749	-0.0132845759	0.1256281407
suicide	0	0	0	0.0297619048	0.0980392157	-0.1466851753	0.0602409639	0.0280373832	-0.0188679245	-0.0481927711	0.0328939589	-0.0244475292	0.0871794872
suicide	0	0	0	0.0546448087	0.2432432432	-0.076154935	0.0253164557	0.0247933884	-0.0256410256	0.0379746835	0.0264772583	-0.0126924892	0.0222717149
suicide	0	0	0	0.0389105058	0.2	-0.0795971901	0.0588235294	0.0242424242	-0.0285714286	-0.0084033613	0.0283193913	-0.0132661983	0.012244898
suicide	0.0110294118	0.038961039	0.0169491525	0.0225988701	0.0649350649	-0.070543036	0.064516129	0	-0.0746268657	-0.0241935484	0.0243895399	-0.0117571727	0.0836012862
suicide	0	0	0	0.0985915493	0.0350877193	-0.0879481006	0.0595238095	0	-0.0178571429	-0.0476190476	0.0222601213	-0.0146580168	0.1163636364
suicide	0	0	0	0.0044843049	0.1733333333	-0.0215337289	0.0406504065	0	-0.0540540541	0.0325203252	0.0216334513	-0.0035889548	0.0537190083
suicide	0.0035460993	0.010989011	0.0064102564	0.0769230769	0.2417582418	-0.0018765297	0.0333333333	0.0056179775	-0.0697674419	0.0333333333	0.0230339671	-0.000312755	0.0317460317
suicide	0	0	0	0	0.4782608696	0.0523989899	0.0416666667	0.0101010101	0.0625	0	0.015931586	0.008733165	0.0165975104
suicide	0.006557377	0.0206185567	0.0102040816	0.0255102041	0.3092783505	-0.0231991525	0.08125	0	0	-0.00625	0.0236261087	-0.0038665254	0.0634005764
suicide	0	0	0	0.0042553191	0.25	0.0127894095	0.0169491525	0.0147058824	0.0444444444	-0.0169491525	0.0141878762	0.0021315683	0.1682692308
suicide	0	0	0	0	0	0.1468621489	0.064516129	0	0.1025641026	0.0161290323	0.0154475239	0.0244770248	0.0215053763
suicide	0	0	0	0	0.9411764706	-0.0416666667	0.0416666667	0	0	-0.0416666667	0.0128968254	-0.0069444444	0.067357513
suicide	0	0	0	0	0.3235294118	0.098258572	0.1147540984	0	0.0285714286	-0.0163934426	0.0307862447	0.0163764287	0.0038022814
suicide	0	0	0	0.0147058824	0.0281690141	-0.2508832931	0.1081081081	0.0241935484	-0.0857142857	-0.1081081081	0.049671152	-0.0418138822	0.0053908356
suicide	0.046875	0.2857142857	0.0372670807	0	0.2857142857	-0.1821428571	0.0571428571	0.0208333333	-0.125	-0.0571428571	0.037797619	-0.0303571429	0.025974026
suicide	0.0105820106	0.0540540541	0.0172413793	0	0.8918918919	-0.0605296343	0.0961538462	0	0	-0.0769230769	0.0205301455	-0.0100882724	0.0963302752
suicide	0	0	0	0	0.2602739726	-0.0833419337	0.1007751938	0	0	-0.0697674419	0.0255305836	-0.0138903223	0.0617283951
suicide	0	0	0	0.0087719298	0	-0.0939278937	0.0967741935	0	0	-0.064516129	0.021030993	-0.015654649	0
suicide	0	0	0	0.0178571429	0.0833333333	0.0388251052	0.0833333333	0	0.0256410256	-0.0166666667	0.0138888889	0.0064708509	0.1152542373
suicide	0	0	0	0.1647058824	0.0487804878	-0.1782585394	0.0333333333	0.036437247	-0.0583333333	-0.0095238095	0.0378802897	-0.0297097566	0.0287958115
suicide	0	0	0	0.0086956522	0.1234567901	0.0168851525	0.0086206897	0	0	0.0086206897	0.0143542042	0.0028141921	0.0731707317
suicide	0	0	0	0	0.0487804878	-0.0453406243	0.0131578947	0	-0.0238095238	0	0.0151799954	-0.0075567707	0.0433333333
suicide	0	0	0	0	0.6206896552	0.0031746032	0.0238095238	0	0	0.0476190476	0.0113756614	0.0005291005	0.031496063
suicide	0.009569378	0.0235294118	0.0071174377	0	0.1529411765	-0.0768386939	0.0410958904	0.0238095238	0	0	0.0307375692	-0.012806449	0.1219512195
suicide	0	0	0	0.0065789474	0.2244897959	0.02	0.0136986301	0	0.02	0	0.002283105	0.0033333333	0.0251572327
suicide	0	0	0	0	0.1290322581	0.0793753865	0.0204081633	0	0.0285714286	-0.0204081633	0.0081632653	0.0132292311	0.0188679245
suicide	0.0041841004	0.0196078431	0.0053763441	0.0161290323	0.3921568627	0.0860576906	0.0229885057	0	0.0384615385	0.0114942529	0.0085941782	0.0143429484	0.0360655738
suicide	0	0	0	0.0081300813	0.1047619048	-0.0116959064	0.0350877193	0	0	-0.0116959064	0.0116231325	-0.0019493177	0.0511627907
suicide	0.0023640662	0.0322580645	0.0056818182	0	0.9677419355	-0.1261678787	0.0491803279	0	-0.0571428571	-0.0163934426	0.0286854431	-0.0210279798	0.1589958159
suicide	0	0	0	0	0	0.1052876908	0.0256410256	0	-0.0384615385	0.0256410256	0.0170940171	0.0175479485	0.0578778135
suicide	0	0	0	0	0.5660377358	-0.1001851516	0.1	0.0215053763	0.04	-0.0625	0.0329475253	-0.0166975253	0.08
suicide	0	0	0	0.0107526882	0.5090909091	-0.0462260309	0.0581395349	0.0194174757	-0.0188679245	0.011627907	0.0293497518	-0.0077043385	0.0837004405
suicide	0	0	0	0.0102040816	0.7169811321	-0.2848107816	0.1666666667	0.0298507463	-0.04	-0.125	0.0622086894	-0.0474684636	0.0322580645
suicide	0.0042372881	0.012987013	0.0034843206	0.0522648084	0.1818181818	0.0245969203	0.0390625	0	-0.0133333333	0.0234375	0.0222592089	0.0040994867	0.0590405904
suicide	0	0	0	0	0.1884057971	0.023264547	0.0943396226	0	-0.0289855072	0.0094339623	0.0248645331	0.0038774245	0.0896860987
suicide	0	0	0	0.0096618357	0.4230769231	0.1254871626	0.0127388535	0.0152284264	0.0138888889	0.0636942675	0.0166168503	0.0209145271	0.0716723549
suicide	0.022556391	0.04	0.0136363636	0	0.08	0.0170008782	0.0625	0.0078125	-0.0142857143	-0.0089285714	0.0226086797	0.0028334797	0.0322580645
suicide	0	0	0	0	0.3666666667	0.0244836217	0.101010101	0	0.0333333333	-0.0606060606	0.0240813936	0.0040806036	0.0649350649
suicide	0	0	0	0	0.1492537313	-0.1200354161	0.1016949153	0.0070921986	0	-0.0677966102	0.0367879021	-0.0200059027	0.0765306122
suicide	0	0	0	0	0.2280701754	0.0128676236	0.0631578947	0.016	0.0350877193	0.0210526316	0.0252078682	0.0021446039	0.0177514793
suicide	0	0	0	0.1129943503	0.301369863	-0.0754985723	0.0298507463	0.0335195531	-0.0135135135	0.0149253731	0.0270520123	-0.0125830954	0.053164557
suicide	0.0117647059	0.0222222222	0.0117647059	0	0.0888888889	-0.1226009618	0.0709219858	0.0127388535	-0.0470588235	-0.0496453901	0.0272690666	-0.0204334936	0.0885416667
suicide	0	0	0	0	0.1	0.0604993632	0.0243902439	0	-0.023255814	0.0365853659	0.0156929476	0.0100832272	0.0412371134
suicide	0	0	0	0.0220994475	0.42	-0.1126318936	0.0980392157	0.0208333333	0	-0.068627451	0.0287683583	-0.0187719823	0.0573770492
suicide	0	0	0	0.0424028269	0.1090909091	0.1298677051	0.0659340659	0.0091743119	0.0192307692	0.032967033	0.0157543089	0.0216446175	0.0222929936
suicide	0	0	0	0.0097087379	0.2105263158	0.0249529415	0.0396825397	0	-0.0135135135	0.0238095238	0.0136058233	0.0041588236	0.067264574
suicide	0	0	0	0	0.3035714286	-0.1760000028	0.0888888889	0.0173913043	-0.0517241379	-0.0555555556	0.037660916	-0.0293333338	0.0421455939
suicide	0	0	0	0.0553191489	0.5217391304	-0.1476110367	0.0947368421	0.0381679389	0	-0.0421052632	0.0429139992	-0.0246018394	0.0415335463
suicide	0	0	0	0.0179372197	0.3243243243	-0.1321782462	0.046875	0.0470588235	-0.0555555556	-0.015625	0.0376531161	-0.0220297077	0.016
suicide	0	0	0	0	0.0769230769	0.0402230187	0.012345679	0.0215053763	0	0.0617283951	0.007535782	0.0067038365	0.0855263158
suicide	0	0	0	0	0.3529411765	-0.1928478248	0.1123595506	0.0078740157	-0.0192307692	-0.0898876404	0.0373747177	-0.0321413041	0.125
suicide	0	0	0	0.0094043887	0.2231404959	-0.076355209	0.067264574	0.0150943396	-0.0265486726	-0.0224215247	0.0328886801	-0.0127258682	0.0694444444
suicide	0	0	0	0.0211640212	0.1891891892	-0.0143022454	0.0169491525	0.0410958904	0.05	0.0338983051	0.024093578	-0.0023837076	0.0432098765
suicide	0.0086956522	0.0181818182	0.0064102564	0.0448717949	0.1090909091	-0.0601057421	0.0930232558	0	-0.0576923077	-0.023255814	0.0286653599	-0.0100176237	0.0222222222
suicide	0	0	0	0	0.4545454545	-0.0272727273	0.0206185567	0	0	0	0.013190214	-0.0045454545	0.0792079208
suicide	0	0	0	0	0.4897959184	-0.0943555849	0.0674157303	0	-0.02	-0.0449438202	0.022739223	-0.0157259308	0.0871794872
suicide	0	0	0	0	0.2941176471	-0.0217647059	0.0470588235	0	0	-0.0117647059	0.0145778311	-0.003627451	0.1201413428
suicide	0.0061349693	0.015625	0.0063492063	0	0.1484375	-0.0566983966	0.0632411067	0.0064102564	-0.0166666667	-0.0158102767	0.0232723437	-0.0094497328	0.0600522193
suicide	0	0	0	0	0.2	0.0638866243	0.0420168067	0	0.0149253731	0.0420168067	0.0119779255	0.0106477707	0.0814814815
suicide	0	0	0	0.0058139535	0.2463768116	0.0260963007	0.0487804878	0.0065789474	0.0294117647	0.0243902439	0.0211707868	0.0043493834	0.0278745645
suicide	0	0	0	0	0.3125	-0.0905580849	0.1097560976	0.0183486239	0	-0.0609756098	0.0315548685	-0.0150930142	0.085
suicide	0.006514658	0.0208333333	0.0105820106	0.0052910053	0.6145833333	0.0021518925	0.0697674419	0	0	-0.0174418605	0.0249375787	0.0003586488	0.0700808625
suicide	0	0	0	0.0043859649	0.1754385965	-0.0410174621	0.0736842105	0.0341880342	0.0181818182	-0.0421052632	0.0256239674	-0.0068362437	0.012345679
suicide	0.02	0.043956044	0.018018018	0.0045045045	0.1098901099	-0.0059763875	0.0872483221	0.0061349693	0.0333333333	-0.0268456376	0.0237448477	-0.0009960646	0.0643776824
suicide	0	0	0	0.0060240964	0.5254237288	-0.02217349	0.0380952381	0.027972028	0.0175438596	0.019047619	0.0254411789	-0.0036955817	0.0932835821
suicide	0.0090909091	0.0410958904	0.0192307692	0.0064102564	0.1780821918	-0.1916383578	0.1103448276	0.0205128205	-0.0138888889	-0.075862069	0.0400016676	-0.0319397263	0.0243243243
suicide	0.0056338028	0.0169491525	0.0108695652	0	0.0762711864	-0.008	0.0327102804	0.008	0	0	0.0223827388	-0.0013333333	0.1394101877
suicide	0.0129533679	0.0393700787	0.0236966825	0	0.0472440945	-0.0013384891	0.0458715596	0.0039370079	0.0081967213	-0.0137614679	0.0246837185	-0.0002230815	0.2024390244
suicide	0	0	0	0	0.234375	0.0016708438	0.0761904762	0	-0.0158730159	0	0.0238373712	0.000278474	0.0779816514
suicide	0.0080645161	0.0149253731	0.0084745763	0.0084745763	0.0149253731	-0.0037521263	0.0754716981	0	0.0153846154	-0.0188679245	0.0204845993	-0.0006253544	0.1310344828
suicide	0.0050632911	0.0128205128	0.0063091483	0.0410094637	0.1666666667	0.0752345319	0.0381679389	0.0034129693	0.0333333333	0.0419847328	0.0170933215	0.0125390887	0.0972222222
suicide	0.0108108108	0.0198019802	0.012195122	0	0.0792079208	-0.0525708405	0.0517241379	0	-0.0291262136	-0.0287356322	0.0248019194	-0.0087618067	0.1012658228
suicide	0.0175438596	0.0363636364	0.0222222222	0	0.1909090909	0.0068774049	0.0607734807	0.0047169811	-0.0092592593	0.0110497238	0.0218083232	0.0011462342	0.0932835821
suicide	0.0085470085	0.0220588235	0.0176470588	0	0.125	0.0362513326	0.0465116279	0	0.0229007634	0	0.0159485888	0.0060418888	0.1067708333
suicide	0	0	0	0	0.0649350649	-0.03856033	0.0421455939	0.0035460993	0.0132450331	-0.0229885057	0.016843771	-0.0064267217	0.0923076923
suicide	0.0026246719	0.0075757576	0.0040983607	0	0.1136363636	0.0681139122	0.0384615385	0	0.0396825397	0.0128205128	0.0116856999	0.0113523187	0.1348039216
suicide	0	0	0	0.0069444444	0.1693548387	-0.0514475743	0.0256410256	0.0185185185	0	0	0.0229699239	-0.0085745957	0.094017094
suicide	0	0	0	0	0.15	0.0025152159	0.0666666667	0.0048543689	0	-0.0222222222	0.0232840093	0.0004192027	0.103286385
suicide	0.0126582278	0.0319148936	0.0159574468	0	0.2659574468	0.0078982597	0.0301204819	0	-0.0222222222	0.0301204819	0.0160117171	0.0013163766	0.1050724638
suicide	0	0	0	0	0.1393442623	-0.0122613803	0.0220264317	0	-0.0166666667	0.0044052863	0.0173489283	-0.0020435634	0.1528150134
suicide	0	0	0	0.015625	0.1237113402	-0.0845977552	0.0764705882	0.0051282051	-0.043956044	-0.0352941176	0.027213636	-0.0140996259	0.1073825503
suicide	0	0	0	0.0074074074	0.1188811189	-0.0135641543	0.04048583	0.0038022814	-0.0296296296	0.012145749	0.0185973298	-0.0022606924	0.0810055866
